,X0,X1,isFraud
320,3.1718667,14.862547,0
321,9.776988,6.1067867,0
322,2.5311894,6.5196877,0
323,4.1759486,0.116161846,0
324,-9.318542,18.727242,0
325,18.205828,1.3364218,0
326,-7.2768397,-5.3792286,0
327,-0.123632446,9.350707,0
328,-12.197064,7.205554,0
329,12.584598,-12.028203,0
330,-3.1803777,1.0088512,0
331,2.5026882,11.915973,0
332,-7.814358,-4.109837,0
333,-6.047723,7.79985,0
334,14.994011,-3.1954556,0
335,3.052993,15.214469,0
336,5.194836,-2.1493318,0
337,-9.526395,-17.90514,0
338,9.629049,17.877712,0
339,-3.4416301,0.44864336,0
340,-3.7607908,5.690709,0
341,-6.357111,9.170975,0
342,1.8000259,0.8456664,0
343,-8.1969,-4.4815054,1
344,13.872533,-8.047787,0
345,5.396668,-1.1265213,0
346,7.4371066,10.179538,0
347,-2.59396,-10.953123,0
348,-3.9518554,3.791988,0
349,15.250299,-8.555821,0
350,-17.036692,0.79782486,0
351,-15.025328,0.6532156,0
352,7.2329044,2.3228993,0
353,11.00757,0.7231752,0
354,-1.928632,6.449222,0
355,-7.478455,-4.8501577,0
356,13.859604,-8.116093,0
357,1.9493728,6.1127877,0
358,3.2336597,14.7100935,0
359,-6.6217995,-2.7436287,0
360,7.458552,-0.7162725,1
361,2.551669,-0.6295634,0
362,-0.3544383,-1.5004226,0
363,0.36852852,12.025081,0
364,10.35478,6.386279,0
365,16.219955,6.0385447,0
366,1.4852422,6.902128,0
367,-2.3938568,6.006951,0
368,-2.4385314,-11.484849,0
369,1.3301315,5.731539,0
370,2.4028466,-17.576355,0
371,4.1272173,11.847919,0
372,5.540239,-7.059938,0
373,6.0009375,5.8410487,0
374,-3.1747837,0.6976302,0
375,6.236475,-11.391372,0
376,0.62522,-1.5181365,0
377,-10.505432,-5.794637,0
378,3.7424734,-0.77949953,0
379,14.886621,-6.03902,0
380,2.5862126,1.3432255,0
381,-8.416884,2.730152,0
382,-9.459497,2.1172707,0
383,-7.922916,-6.9546247,0
384,-4.932134,2.5329688,0
385,2.8472347,-0.4705852,0
386,2.789134,1.0785346,0
387,-2.6042275,5.41233,0
388,1.926264,0.4665798,0
389,-2.6822748,4.2235904,0
390,-2.5565689,8.133623,0
391,4.2547455,13.282264,0
392,11.795034,1.0123758,0
393,0.06034211,1.2699113,0
394,12.189647,8.370474,0
395,-1.5385962,4.6832113,0
396,14.83004,2.2239537,0
397,0.22375289,-14.215406,0
398,-6.1049566,7.7191086,0
399,-0.47426364,4.319953,0
400,-2.69559,4.2533226,0
401,4.6590176,-4.1313014,0
402,8.706416,-0.8797199,0
403,-8.564395,3.914017,0
404,-6.3361793,-4.6239457,0
405,-8.600518,3.910527,0
406,14.970437,6.8601837,0
407,-6.8667016,3.678277,0
408,-1.4083107,-4.503837,0
409,-1.8262821,-2.016698,0
410,-12.804771,-11.909766,0
411,-1.419704,0.30186096,0
412,9.740089,6.783184,0
413,13.944052,12.035041,0
414,-5.7044144,-4.8466544,0
415,16.773645,-8.84389,0
416,3.051302,15.212537,0
417,-5.2592916,-3.7129204,0
418,-1.7778342,3.757531,0
419,-5.254566,4.2617235,0
420,-5.002401,-3.7794998,0
421,0.7820426,-1.1876246,0
422,-3.2317142,0.5832361,0
423,9.494666,6.9253225,1
424,3.051703,8.936845,0
425,-18.244286,-3.6581478,0
426,-7.581373,12.679469,0
427,-3.6245697,-10.8048525,0
428,-4.601045,-3.0844529,0
429,-0.3350544,5.8035793,0
430,10.27482,6.323353,0
431,4.6799016,-5.338767,0
432,7.5774016,7.308668,0
433,-8.747471,-9.158797,0
434,7.4608846,-0.73653096,0
435,13.786527,8.865826,0
436,-5.032126,13.704038,0
437,-5.3094563,-5.909573,1
438,-2.3292532,-10.802305,0
439,10.8116045,3.9495342,0
440,8.673357,-0.9165021,0
441,9.348239,-8.914453,0
442,-2.6534567,-11.686156,0
443,6.8895593,2.6467214,0
444,6.3948884,4.603375,0
445,-3.372938,-10.556368,0
446,-14.699584,14.922821,0
447,-6.5670376,14.590779,0
448,0.8413378,4.3211126,0
449,-13.382575,1.5270362,0
450,-5.7221107,4.795515,0
451,-7.9939313,3.081772,0
452,13.152063,-1.8988969,0
453,-6.0921144,7.437243,0
454,-1.6070626,0.6545264,0
455,6.864267,8.726159,0
456,2.5130293,0.2792867,0
457,-8.151974,-4.212664,0
458,-6.2627244,7.3925695,0
459,-0.17233382,13.086181,0
460,-5.249002,4.1469917,0
461,4.6597085,4.176845,0
462,-7.215345,-5.3597116,0
463,2.708331,-2.9206252,0
464,-2.8473775,-5.056097,0
465,0.8535465,-3.8099284,0
466,-14.386853,-3.9995089,0
467,-2.6482623,4.2691264,0
468,-3.5092149,1.1659358,0
469,-4.7215986,4.024947,0
470,-0.10016636,-13.046727,0
471,-5.3394322,-19.312513,0
472,-12.815115,-11.902727,0
473,-1.8232105,3.5703013,0
474,6.322562,3.599885,0
475,2.2648191,-0.7137035,0
476,-1.0211447,3.5729117,0
477,0.014308503,12.909904,0
478,8.929568,8.313289,0
479,-2.3647976,6.8813906,0
480,1.0015742,-13.319607,0
481,10.389879,-16.28602,0
482,16.057817,-6.5446763,0
483,3.1041834,8.962287,0
484,8.901404,8.3484,0
485,2.658868,-0.07993022,0
486,-0.034545094,1.3518711,0
487,1.7115681,-0.428666,0
488,19.478254,-1.6329836,0
489,7.7462955,-4.897706,0
490,-2.5055108,-11.8517885,0
491,-1.5072709,5.2695527,0
492,2.3979669,6.045545,0
493,14.166711,-11.392091,0
494,1.3000597,-3.966511,0
495,14.9822445,6.873935,0
496,-3.3028705,-2.1485171,0
497,-7.941061,-3.6520092,0
498,-8.032382,-4.4234056,0
499,-1.1239064,6.565994,0
500,0.94460875,5.2897253,0
501,4.6851535,1.391884,0
502,-2.363412,6.0067587,0
503,-9.525678,-17.90533,0
504,4.269221,13.305526,0
505,-20.129448,-6.4786363,0
506,0.9018176,5.636984,0
507,2.670252,-2.8792408,0
508,1.9462692,-6.195887,0
509,4.212278,1.6104575,0
510,-2.6100864,0.4599702,0
511,-3.166675,0.900814,0
512,-0.054990306,-9.438797,0
513,1.529739,5.1849113,0
514,5.4696856,3.6053395,0
515,-6.85352,-3.9229794,0
516,6.213445,4.582869,0
517,-7.571843,12.691033,0
518,-1.2993898,6.9500422,0
519,-3.7980628,-10.874357,0
520,-5.7127414,-4.8564763,0
521,-1.2246188,-2.953121,0
522,-3.237325,-17.036612,0
523,5.97535,3.5986817,0
524,5.8761377,7.3192253,0
525,-2.0635111,6.3191915,0
526,-9.766271,-10.941971,0
527,-12.774216,-11.922639,0
528,-1.4753733,5.0897493,0
529,6.1508813,5.437445,0
530,10.838273,4.777892,0
531,-3.5562203,4.6458354,0
532,-7.768579,-4.033687,0
533,0.42334595,9.503158,0
534,0.80160904,-0.23937525,0
535,-8.510918,16.256866,0
536,-0.99282956,5.415455,0
537,8.620057,1.274311,0
538,-1.1366045,6.666331,0
539,-1.7286476,2.150791,0
540,2.803822,-1.1418277,0
541,0.13687627,-0.14448026,0
542,-1.367237,5.999317,0
543,-0.77390414,2.2199824,0
544,-6.5671163,14.608346,0
545,0.3970987,-7.1494226,0
546,-2.5741756,-4.8819375,0
547,0.53497785,3.2268648,0
548,-2.3675835,5.9906306,0
549,-11.71318,-3.128288,0
550,1.8605179,-0.06599488,0
551,0.5010432,3.7230582,0
552,14.173174,-13.300103,0
553,4.294358,-5.6761456,0
554,8.287728,6.342137,0
555,5.789033,-7.022235,0
556,0.3958141,-16.101799,0
557,-2.7199535,7.3415313,0
558,8.742584,-3.9811459,0
559,10.308888,6.3583226,0
560,-5.239599,-8.38959,0
561,7.053012,8.937234,0
562,14.179021,12.5309515,0
563,5.987147,3.998839,0
564,-8.422468,6.3920493,0
565,8.471008,7.555807,0
566,-2.933459,0.7583605,0
567,-6.629073,1.6912563,0
568,6.7994595,8.725989,0
569,2.2255855,6.5774045,0
570,-5.065937,14.877411,0
571,2.5139182,-0.612344,0
572,19.844276,6.400671,0
573,-1.5911338,0.743868,0
574,6.782461,8.723293,0
575,6.5343738,8.699823,0
576,-4.290166,3.9783125,0
577,4.1541457,1.6405035,0
578,6.5217338,8.713003,0
579,0.8054154,0.003948066,0
580,8.908132,-10.82639,0
581,0.98917085,1.420308,0
582,-2.2673857,3.3924017,0
583,-1.132254,0.33933094,0
584,-1.2939844,1.3219277,0
585,-3.5052798,0.505188,0
586,-9.172027,14.061991,0
587,-1.1807314,-3.3711789,0
588,-17.359072,3.3585486,0
589,-2.6473658,8.013973,0
590,-7.767145,6.059232,0
591,-2.429973,-11.795667,0
592,-2.8184152,-3.5504973,0
593,-3.0365865,-1.6237516,0
594,-5.4636874,2.5089889,0
595,-2.6070035,-11.810113,0
596,7.2309165,2.4048767,0
597,-2.6382527,0.36836228,0
598,9.590979,3.7037506,0
599,-6.662367,-4.4800344,0
600,3.0507436,15.2130995,0
601,-3.2104733,-1.4119258,0
602,-4.53018,4.3692193,0
603,1.7772797,0.39361316,0
604,2.3292418,5.3137636,0
605,-2.5878007,-10.89703,0
606,-2.3219142,5.1967254,0
607,-2.2740533,8.192673,0
608,-2.3480446,4.3959208,0
609,13.07109,4.5290422,0
610,14.18075,12.533239,0
611,-1.4523675,1.0459528,0
612,0.96035486,-0.41818818,0
613,3.0429418,-3.7282681,0
614,9.425266,6.6602182,0
615,-0.40510845,-2.1771123,0
616,-3.450223,13.391837,0
617,13.114379,-4.0381985,0
618,-0.9477398,0.14489128,0
619,15.361805,3.375157,0
620,-4.538021,3.7968504,0
621,9.532371,6.6415367,0
622,1.7133621,0.29357564,0
623,1.5539855,-1.3775709,0
624,1.6736742,-8.722658,0
625,-7.1552634,-5.28629,0
626,5.213041,-5.58933,0
627,6.864938,2.7074792,0
628,-5.547609,4.6231613,0
629,-6.5859413,-2.6233206,0
630,0.87311393,5.7896724,0
631,18.240372,1.2779135,0
632,1.2566043,-5.8822055,0
633,7.4662514,-0.7441392,0
634,4.5676603,-2.0172894,0
635,6.8679967,-0.095188655,1
636,-0.33546758,0.6623554,0
637,-7.174309,-7.5562277,0
638,10.058794,1.915559,0
639,-2.8632722,-5.064592,0
640,-11.301664,-17.330185,0
641,-6.6144,14.5913,0
642,-7.2882824,-5.4246774,0
643,3.2287214,14.721364,0
644,-1.6270559,-5.677056,0
645,-8.474858,-4.8843484,0
646,-2.9566417,-0.024711166,0
647,-9.7630005,-10.949871,0
648,9.094822,7.600367,0
649,13.151775,-1.8988599,0
650,6.325748,3.5813594,0
651,-5.0584497,3.00243,0
652,-2.1745062,7.166565,0
653,-5.9663973,-7.5799685,0
654,6.3920765,-0.8967993,0
655,-1.3387523,1.0197968,0
656,5.7203846,4.5497756,0
657,3.0542564,15.211937,0
658,-3.4866555,7.4678197,0
659,-1.857233,4.458923,0
660,7.493537,-14.262745,0
661,14.192048,12.528013,0
662,-4.443729,18.150755,0
663,-4.874114,-3.4790936,0
664,6.091622,4.905567,0
665,0.84169036,-0.2985474,0
666,-5.493768,-4.2438884,0
667,-4.8477097,2.6381037,0
668,10.701763,7.92384,0
669,0.85942125,5.539578,0
670,-3.5755568,4.6436715,0
671,0.5850661,2.5271466,0
672,1.6554667,6.59218,0
673,-2.67836,-1.9436733,0
674,-5.440218,2.4941938,0
675,-16.522612,-6.4872065,0
676,-4.4443474,18.151258,0
677,7.698066,-16.11764,0
678,-5.342597,2.3354228,0
679,0.5790703,3.128429,0
680,0.5675872,2.4611416,0
681,-6.6216726,-2.7246978,0
682,5.7870393,0.17055418,0
683,-3.4067693,7.4363775,0
684,0.08975214,-0.89607537,0
685,-1.1381705,6.5150075,0
686,-12.774122,-11.918195,0
687,-0.42445153,1.3643713,0
688,-11.279858,-0.18050113,0
689,-5.5197363,4.591096,0
690,-2.6550488,-19.441675,0
691,-6.5015006,-2.6221337,0
692,-9.914105,-9.883536,0
693,-8.658663,3.998308,0
694,1.6613764,-0.18454923,0
695,11.298122,5.50029,0
696,-2.5336504,-3.8041012,0
697,1.3429296,5.5916753,0
698,-2.1202614,7.697776,0
699,0.17365356,5.2304087,0
700,3.1843894,14.85597,0
701,-1.163577,17.99425,0
702,-11.470389,13.461555,0
703,2.7139668,6.6727633,0
704,-3.1888213,0.453616,0
705,-0.30347618,0.6582941,0
706,-3.945449,-1.3373477,0
707,-7.556178,-4.2562675,0
708,13.783358,8.875842,0
709,-9.318528,18.727161,0
710,0.07039055,12.553392,0
711,11.700733,-8.128865,0
712,13.346017,-2.0758958,0
713,-5.0787234,4.4264417,0
714,-7.2746224,14.357532,0
715,10.111535,-14.923118,0
716,0.6433281,-3.8293736,0
717,0.021406693,1.2961758,0
718,5.6582603,-2.5012388,0
719,0.78311753,-4.8085237,0
720,7.043728,-0.6629964,0
721,-0.14510898,4.0035377,0
722,-0.062503226,3.8550751,0
723,6.2901483,2.6032696,0
724,-8.078065,5.4529514,0
725,17.137726,-0.6118311,0
726,7.9614677,-2.899806,0
727,4.6150155,1.4003881,0
728,6.2266426,-6.2251134,0
729,1.6712992,-0.09141746,0
730,9.36215,-8.87836,0
731,-5.988226,13.091391,0
732,-7.579239,-5.007195,0
733,-2.1050313,12.8966,0
734,-11.959128,13.775231,0
735,-4.7949567,2.5802598,0
736,1.0210134,-0.21743278,0
737,-8.579507,2.7667453,0
738,1.6729789,8.822526,1
739,1.4327557,-0.045358315,0
740,-0.9145201,-6.037692,0
741,5.4596305,-2.5867345,0
742,0.61719704,12.689654,0
743,10.150983,6.420774,0
744,-0.00639165,1.1970601,0
745,8.672048,-0.9427566,0
746,1.0113178,-4.574465,0
747,12.311009,9.361748,0
748,-6.0588493,7.777679,0
749,16.019955,-2.3151634,0
750,-3.0425022,-10.666216,0
751,5.9947557,5.7327633,0
752,3.6020496,-4.001874,0
753,-5.1045957,2.5951524,0
754,8.461611,-1.2151537,0
755,7.198191,-10.135562,0
756,-3.0137205,19.366613,0
757,15.250595,-8.556141,0
758,-1.4524184,-5.9299946,0
759,-11.765822,-5.147444,0
760,-11.973557,13.781433,0
761,-2.2916696,6.397697,0
762,10.611833,6.413562,0
763,0.82528526,1.5625464,0
764,-7.589321,12.670811,0
765,-17.011168,-10.493809,0
766,-2.3220022,3.4117348,0
767,1.5039172,-0.4851029,0
768,-0.873001,-17.270426,0
769,6.039497,5.4986815,0
770,-3.7069743,-10.80081,0
771,2.083066,11.752521,0
772,2.1472843,-0.21688914,0
773,1.2123094,-4.7581606,0
774,-10.656897,-15.858761,0
775,5.5478454,3.6596663,0
776,4.985282,-9.443863,0
777,0.824036,4.2297816,0
778,-1.9831266,3.4784064,0
779,-2.6128044,5.4175544,0
780,5.517023,0.14120056,0
781,-14.006422,0.17113222,0
782,-20.760296,2.2574496,0
783,-6.536974,1.686552,0
784,1.584508,5.2112403,0
785,-3.9532752,3.9240024,0
786,0.38414678,-19.407938,0
787,-13.255114,4.767826,0
788,5.2670636,3.2479036,0
789,7.6546626,17.180302,0
790,-1.4219924,4.8922844,0
791,1.309902,-4.4391465,0
792,6.3212824,-5.423942,0
793,-0.44710264,4.2759113,0
794,4.5605197,18.743185,0
795,-3.6114821,2.4261,0
796,1.3031129,-4.4415174,0
797,-8.24788,11.563231,0
798,0.3862465,-19.407415,0
799,3.2221687,-5.676186,0
800,-1.3845471,-1.6113492,0
801,4.1217904,0.15050805,0
802,-16.636763,-6.51208,0
803,-4.995972,0.4594573,0
804,-0.78867763,2.931174,0
805,6.3912725,13.258061,0
806,2.7480767,-3.012681,0
807,-8.164691,-4.565857,0
808,4.6760526,-0.47756967,1
809,0.29497492,-9.120011,0
810,4.9876595,2.801529,0
811,-9.121808,-1.3676659,1
812,16.85297,-1.5663661,0
813,-3.9404876,3.741344,0
814,-6.1293716,-3.413773,0
815,-9.509787,5.5578628,0
816,-13.67251,-6.499123,0
817,-1.9424452,-11.688181,0
818,-6.602028,14.573432,0
819,-13.284967,9.762926,0
820,3.9633405,-10.4498625,1
821,14.175087,-13.302048,0
822,-0.24723814,12.899127,0
823,-3.9928684,4.7146225,0
824,-2.0829453,8.414927,0
825,-13.283557,9.762225,0
826,-6.7322383,14.007875,0
827,-2.150273,-9.171424,0
828,14.978421,14.8864155,0
829,-1.872965,3.6349173,0
830,-2.6308203,1.4868702,0
831,5.995673,-6.686002,0
832,-17.051456,0.8041343,0
833,4.1831145,2.35062,0
834,-16.6059,-6.381271,0
835,-6.832701,-3.8830004,0
836,-1.3307451,1.0560657,0
837,3.1821039,15.165708,0
838,1.817993,-4.070891,0
839,-0.44411886,-0.566576,0
840,-2.0163739,4.4534035,0
841,14.979329,14.888772,0
842,-0.9076289,3.6179261,0
843,9.651328,-4.399506,0
844,-6.189973,9.008634,0
845,-13.17359,3.7762856,0
846,-1.0301657,2.9893634,0
847,-18.248493,-3.6541746,0
848,1.3749155,-12.323226,0
849,0.15818405,5.2145686,0
850,6.0685143,-15.92634,0
851,-2.341369,-10.782087,0
852,-4.036777,4.6800814,0
853,3.6621106,-12.464049,0
854,-0.3855138,-2.236486,0
855,1.8826315,5.4417686,0
856,1.8450717,5.990105,0
857,2.5870554,6.558519,0
858,-2.2212958,8.209403,0
859,14.504414,6.036668,0
860,-3.0824206,-10.980889,0
861,11.160152,-1.5253315,0
862,7.6763163,11.763006,0
863,-6.678677,-4.728085,0
864,-14.521594,-4.389364,1
865,3.0418644,15.210684,0
866,19.430079,-1.6473502,0
867,-3.3853364,2.5252545,0
868,-1.1068897,6.644885,0
869,-4.832321,-4.484974,0
870,6.20912,-11.3635645,0
871,1.3508385,-8.716171,0
